aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
5,794.41,0,17.82,31.47,12.99,63.51,68.59,3.29
4,554.09,0.01,12.34,21.1,9.89,34.28,37.9,2.44
2,380.52,0.01,9.68,16.99,8.46,10.32,12.19,1.9
2,467.3,0.04,15.59,12.88,9.66,18.24,22.39,2.85
4,580.79,0.01,13.88,22.35,7.75,27.94,33.96,3.77
5,1094.82,0.75,15.77,3.09,8.82,78.39,97.95,6.14
5,1001.36,0.49,16.62,4.6,9.78,74.94,88.75,6.46
4,520.71,0.05,11.82,13.59,8.82,32.89,40.92,3.42
4,607.49,3.8,12.85,0.32,8.7,30.95,40.47,6.59
4,741.01,2.54,14.91,0.48,8.94,44.59,57.68,6.08
5,907.9,3.49,12,0.33,6.26,51.37,66.09,5.7
1,357.15,0.02,7.97,17.88,5.31,9.7,14.98,2.91
2,480.65,0.02,7.88,17.7,5.54,15.94,21.07,3.33
5,781.06,0.1,15.77,10.19,8.11,50.05,61.6,4.81
5,934.6,0.13,16.62,9.66,5.72,78.1,92.62,5.95
4,620.84,0.06,11.31,12.7,5.9,36.5,41.75,3.8
5,761.03,0.04,10.54,14.84,4.65,76.81,83.44,4.56
5,1121.52,0.01,14.57,25.39,8.46,147.37,163.34,5.07
5,2216.34,27.05,19.88,0,18.6,209.7,253.34,29.89
5,2243.04,22.8,16.79,0,9.89,183.12,211.68,10.64
5,1281.74,0,17.99,21.99,7.21,199.25,223.94,4.12
5,487.33,0,6.43,42.92,3.99,66.99,70.45,2.44
5,794.41,0,9.68,22.53,6.86,56.18,58.81,2.98
4,560.76,0.18,11.82,7.24,6.5,27.13,34.76,3.61
5,1121.52,0.15,17.82,6.44,6.8,64.24,77.93,4.75
5,1081.47,8.72,12.85,0.07,5.6,102.71,136.37,6.65
5,2243.04,19.67,27.08,0,12.88,206.63,250.86,16.72
5,894.55,0,13.71,45.42,7.51,145.76,162.34,4.02
5,1201.63,3.07,31.87,0.52,17.88,136.42,176.56,38
5,781.06,0,7.28,41.49,5.01,117.42,124.62,3.39
5,1361.85,1.02,17.65,3.4,5.72,78.89,91.75,5.7
5,1441.96,0.25,25.36,8.49,13.95,149.97,174.93,10.77
5,1014.71,0.01,17.31,30.76,11.21,174.65,197.85,4.31
5,2082.82,12.41,36.33,0.07,23.37,208.4,245.76,26.85
5,854.49,0,6.34,101.57,12.04,152.62,157.78,2.06
5,834.47,0.01,10.54,20.56,7.09,55.05,60.72,3.86
5,821.11,0,10.71,23.25,5.19,67.31,72,3.01
5,787.73,0,7.97,49.35,6.85,92.99,97.67,2.63
5,867.84,0,11.31,36.12,9.42,108.19,112.17,2.28
4,667.57,0,14.22,28.61,10.13,45.61,47.3,1.69
5,767.71,0,15.25,24.32,12.52,85.09,87.65,2.12
5,600.81,0,9.51,48.64,11.09,68.8,71.83,1.84
5,453.95,0,9.25,60.8,7.99,50.6,59.51,2.18
5,707.63,0,4.84,101.57,6.02,166.58,179.21,0
5,727.65,0,6.43,94.41,7.33,196.81,210.05,3.01
5,727.65,0,7.97,91.55,10.25,167.2,182.44,6.02
5,841.14,0,9.42,85.83,8.82,198.54,215.3,5
5,794.41,0,7.28,111.58,19.79,205.92,219.68,3.96
4,587.46,0,5.36,45.42,3.87,37.5,38.35,1.36
2,453.95,0.17,17.14,6.53,10.01,17,20.31,1.87
3,680.92,0,7.37,22.35,4.05,21.58,24.96,3.13
1,347.14,0.03,10.2,14.48,4.83,8.98,12.79,2.5
2,447.27,0.07,9.08,11.44,6.32,12.02,15.13,2.37
4,473.98,0.01,11.82,20.03,8.23,26.84,31.33,2.18
5,694.27,0,8.14,77.96,13.83,91.25,98.87,2.18
5,720.98,0,7.37,91.55,20.74,136.18,143.14,1.92
1,387.19,0.05,8.83,13.41,4.47,7.19,8.54,1.71
2,403.88,0.03,7.45,14.66,4.65,10.03,14.09,2.94
3,667.57,0.38,7.8,5.54,4.35,20.21,25.55,4.12
5,1214.98,3.63,13.71,0.35,7.63,67.26,78.54,6.84
5,2136.23,27.27,12.85,0,10.97,146.17,154.26,12.79
5,1161.58,0.29,20.91,13.59,8.23,118.49,132.47,4.37
5,741,0,8.83,50.78,6.91,123.53,135.29,2.6
5,1094.82,0,11.65,38.62,6.56,206.02,223.02,3.42
5,587.46,0,6.17,86.55,7.99,111.43,121.73,2.09
5,894.55,0,5.65,100.14,8.34,200.33,210.04,1.27
5,741,0,8.23,75.82,7.75,148.7,162.08,3.2
5,761.03,0,8.65,77.96,10.01,152.14,166.27,4.94
5,720.98,0,5.91,113.01,10.01,157.3,169.66,3.89
5,974.66,0,11.82,38.98,6.14,149.26,169.58,4.18
5,894.55,1.96,13.19,1.99,3.07,157.03,182.43,4.75
5,627.52,0.01,12.51,17.88,3.61,69.52,78.43,5.7
5,647.54,0,10.62,35.76,6.08,107.61,116.94,4.43
5,1188.28,0,17.82,34.33,9.54,163.32,177.61,5.57
5,921.25,0,10.28,60.08,9.66,150.06,160.79,3.42
5,587.46,0,7.71,71.53,11.56,79.82,85.29,1.57
5,694.27,0,14.91,40.41,14.42,69.94,75.15,2.47
5,687.6,0,9.42,40.05,5.54,55.07,64.77,3.48
5,594.14,0,7.28,47.21,5.13,55.08,63.46,3.48
5,607.49,0,5.14,80.82,5.6,95.25,101.71,2.72
5,774.38,0,6.34,90.84,7.39,110.92,121.52,3.1
5,807.76,0,9.94,62.23,8.23,113.91,126.52,5.51
5,1241.68,0,16.79,26.11,7.87,207.99,228.88,6.71
5,1014.71,0,13.19,61.51,7.99,268.39,286.09,4.12
5,1388.55,0.01,25.36,25.39,11.68,267.87,292.51,10.89
5,580.79,0,10.11,70.1,8.11,67.98,76.49,10.13
5,1255.04,0.01,19.02,23.25,7.99,167.84,187.33,8.74
5,2296.45,5.25,52.09,0.34,21.22,284.22,333.18,41.54
5,1081.47,0.57,27.42,6.08,11.56,108.09,136.11,24.07
5,1588.82,0,29.47,35.76,12.64,174.66,195.45,17.73
5,1241.68,0.01,23.31,23.6,7.99,174.51,194.32,6.08
5,674.25,0,12,50.07,6.2,106.82,117.27,3.32
5,473.98,0,7.11,64.37,4.95,82.65,89.73,2.82
5,487.33,0,8.05,52.93,4.89,72.26,82.25,3.04
5,767.71,0.03,16.28,20.56,8.7,82.72,100.04,5.38
5,600.81,0,13.71,33.26,9.42,69.34,85.04,3.67
5,494,0,6.68,63.66,6.08,61.11,72.21,3.26
5,567.44,0,7.8,86.55,11.44,93.33,102.04,2.34
5,647.54,0,5.57,92.98,7.03,83.72,92.98,3.77
5,700.95,0,5.65,91.55,5.84,102.23,112.62,2.98
5,694.27,0,5.48,94.41,6.14,112.35,123.58,2.41
5,614.17,0,8.4,79.39,7.03,97.29,110.01,3.23
5,540.73,0,7.97,78.68,7.75,85.95,96.34,3.67
5,707.63,0,13.19,55.79,9.78,96.04,115.89,4.37
5,620.84,0,10.62,57.94,7.03,91.6,105.84,3.7
5,520.71,0,9.34,55.07,6.68,57.38,71.37,4.18
4,447.27,0,11.14,43.27,9.54,40.38,53.37,4.37
4,453.95,0,8.14,45.42,7.45,45.12,55.66,3.89
5,640.87,0.04,17.48,18.42,11.09,50.1,63.95,6.59
5,640.87,0.08,18.85,13.77,10.73,50.62,64.62,5.7
4,580.79,0.02,12,19.13,5.84,49.47,58.55,3.29
4,574.11,0,8.23,28.97,5.19,36.58,40.52,2.75
4,620.84,0,8.91,26.82,5.01,30.63,36.56,3.32
5,907.9,0,8.05,57.22,6.79,60.89,67.7,3.17
5,674.25,0,6.08,68.66,5.01,69.76,76.61,2.6
5,1615.52,0.26,25.36,8.49,10.73,162.88,187.87,9.5
5,1842.5,0.48,31.87,6.53,9.89,191.99,219.66,8.23
5,1148.22,1.59,24.68,2.53,9.06,129.6,158.66,19.25
5,1708.98,0.65,33.24,8.31,9.78,180.33,206.98,8.74
5,1188.28,0.01,23.31,22.17,9.78,122.21,142.3,6.21
5,467.3,0,5.23,67.95,4.65,81.4,90.98,1.54
4,440.6,0,9.34,40.05,8.34,42.4,48.1,2.98
5,754.36,0.34,25.02,5.59,12.64,84.13,99.97,3.96
5,1468.66,0.74,32.22,4.74,10.49,127.37,181.5,19.76
5,600.81,0.01,23.31,21.1,24.56,68.29,81.48,4.18
5,720.98,0,12.51,34.33,5.13,83.02,103.53,4.94
5,1001.36,0,14.39,28.61,5.6,134.46,159.48,5.95
5,961.3,0,14.74,35.76,7.21,133.59,153.26,4.18
5,1441.96,2.68,33.24,0.96,15.97,162.39,195.23,32.42
5,720.98,0,12.34,47.21,5.96,105.27,120.08,4.12
5,527.38,0,10.37,63.66,7.15,67.56,77.96,3.89
4,494,0,9.77,43.63,6.74,38.58,49.12,4.37
4,347.14,0,5.4,55.07,5.19,30.12,39.18,3.45
5,1668.93,2.93,40.1,0.96,18.36,143.34,178.71,29.64
5,1588.82,1.76,47.98,1.45,29.56,132.85,187.02,64.85
5,627.52,0,13.37,57.22,9.66,79.7,103.99,6.78
5,520.71,0,8.48,69.38,7.75,55.67,71.55,4.69
4,467.3,0,9.25,66.52,11.68,47.69,61.12,4.12
5,494,0,11.48,70.1,15.14,63.68,81.1,3.55
5,747.68,0,16.28,42.92,10.97,83.98,103.32,8.99
5,767.71,0,16.79,41.13,10.97,92.32,111.83,6.59
5,440.6,0,8.91,57.94,10.49,51.81,61.46,3.8
5,580.79,0,10.37,88.69,13.11,96.39,114.23,4.81
5,574.11,0,11.82,81.54,15.5,79.63,97.19,5.76
5,480.65,0,8.05,97.27,14.66,74.85,91.42,4.62
5,453.95,0,6.68,92.98,8.7,65.63,78.8,4.56
5,540.73,0,9.25,100.14,19.07,110.15,127.72,3.48
5,774.38,0,12.34,78.68,12.52,164.5,192.08,5.13
5,494,0,6.68,100.14,6.02,105.51,118.44,2.91
5,540.73,0,10.71,57.94,7.75,87.2,102.64,3.8
5,580.79,0,11.65,52.21,8.46,55.03,72.41,5.45
4,440.6,0,8.23,38.27,8.23,37.94,51.25,3.32
4,494,0,10.02,38.62,9.3,49.66,64.49,3.7
5,500.68,0,9.34,52.21,7.15,56.73,68.73,4.62
5,527.38,0,9.51,57.94,6.74,62.66,74.08,3.55
4,487.33,0,10.71,41.84,6.97,48.14,59.56,3.8
4,614.17,0.01,14.22,27.54,7.75,49.03,62.91,9.63
4,607.49,0,12.68,30.4,8.11,49.28,61.05,9.12
4,680.92,0.03,13.71,19.49,6.97,43.01,54.8,12.03
4,540.73,0.01,11.14,26.46,7.99,33.03,44.98,8.36
5,667.57,0,11.48,63.66,8.7,104.48,120.89,9.75
5,547.41,0,9.34,63.66,7.63,78.27,99.35,4.81
5,540.73,0,9.08,75.82,8.7,102.16,120.42,6.02
5,390.53,0,5.91,80.82,4.89,52.88,66.51,5.64
5,600.81,0,11.65,43.63,7.87,64.53,76.47,7.92
5,520.71,0,7.37,78.68,7.75,112.19,124.97,3.86
5,640.87,0,8.57,55.07,8.34,149.1,164.07,7.16
5,654.22,0,9.85,49.35,8.46,113.22,126.88,11.02
5,700.95,0,12,45.78,8.11,101.07,114.17,12.54
5,620.84,0,9.6,65.09,7.33,101.93,113.16,10.51
5,867.84,0,17.14,32.9,8.34,110.94,126.28,17.48
5,821.11,0,14.74,60.8,11.09,138.93,153.96,12.54
5,580.79,0,9.94,73.67,8.11,106.96,120.69,8.04
5,734.33,0,11.31,86.55,8.82,172.7,188.51,5.89
5,440.6,0,7.03,53.64,6.68,73.11,87.77,5.76
4,393.87,0,6.85,26.46,8.11,37.81,46.51,2.37
4,407.22,0,4.97,35.05,4.53,40.1,49.8,3.29
5,534.06,0,5.48,74.39,6.38,57.1,68.83,2.82
5,827.79,0,14.39,38.98,14.9,91.57,106.32,4.75
5,540.73,0,9.42,43.63,7.87,53.33,71.39,5.83
4,423.91,0,6.08,47.92,5.42,27.84,35.66,2.6
3,467.3,0,6.51,40.41,6.2,22.03,27.3,3.17
3,357.15,0,5.36,41.13,4.89,20.42,27.98,2.41
3,370.5,0,4.84,41.48,4.41,21.43,27.1,2.37
2,320.43,0,5.23,30.04,4.35,13.31,20.34,2.85
1,337.12,0.01,6.08,22.71,5.19,6.41,11.55,2.91
1,333.79,0.03,6.08,16.09,5.42,6.82,15.45,2.72
2,387.19,0,6.08,62.23,5.84,18.15,28.47,2.31
2,330.45,0,5.23,41.48,4.95,10.67,20.46,2.91
3,413.89,0,5.44,47.21,5.07,21.97,32.09,2.44
1,320.43,0.01,4.41,22.35,4.11,6.08,12.39,2.53
2,343.8,0,4.84,30.76,4.17,12.19,17.49,2.41
1,303.75,0.03,4.41,18.06,4.65,4.03,8.6,2.47
1,337.12,0.08,6.43,11.98,5.84,4.62,9,2.66
1,337.12,0,6.51,31.83,6.08,9.81,16.21,3.51
2,360.49,0.01,6.94,21.1,6.91,10.18,16.27,3.48
1,413.89,0.01,4.71,23.6,4.53,8.35,11.37,2.75
1,417.23,0,3.64,27.54,3.4,8.54,11.07,2.47
1,350.48,0.02,3.68,18.78,3.52,3.83,7.24,2.72
1,357.15,0.11,4.5,10.64,4.47,3.43,6.53,2.25
1,323.77,0.01,5.36,23.25,5.01,4.86,8.84,3.29
1,317.1,0,5.1,36.84,4.59,6,11.46,2.56
4,487.33,0,5.18,85.83,5.72,32.96,37.25,1.6
4,343.8,0,6,75.1,6.02,25.36,34.06,2.34
4,367.16,0,5.83,76.53,6.14,36.56,45.59,2.6
2,293.73,0,4.07,62.23,4.29,19.15,26.12,1.85
4,440.6,0,7.54,75.82,7.87,47.48,54.41,3.01
4,460.62,0,5.91,87.98,6.32,33.5,39.51,3.01
1,310.42,0,4.63,29.33,4.29,5.54,10.12,2.41
1,280.38,0.02,4.54,18.78,5.48,5.56,12.32,2.53
1,260.35,0.1,5.14,9.92,4.71,3.24,7.59,3.64
1,293.73,0.02,7.37,17.52,6.32,4.92,8.02,4.12
1,337.12,0.01,7.54,21.99,6.02,8.5,14.62,5.95
1,350.48,0.01,6.34,23.96,6.02,7.93,13.97,3.83
1,330.45,0.08,7.28,11.62,6.56,5.82,12.23,3.89
1,360.49,0.02,7.37,17.52,6.56,5.84,13.51,3.67
1,353.81,0.01,7.45,21.46,7.03,6.89,13.42,4.24
3,377.18,0,6.68,68.66,6.14,20.5,30.25,2.91
2,357.15,0,5.48,58.65,5.78,17.02,26.84,4.62
2,383.85,0,3.9,47.21,3.67,13.51,22.94,2.28
3,397.21,0,5.31,46.49,5.6,21.02,35.59,2.75
2,347.14,0,3.98,56.51,4.65,12.36,20.38,3.07
2,360.49,0,5.65,40.05,5.54,12.22,17.28,3.2
4,480.65,0,8.4,50.07,8.34,27.98,37.21,4.5
3,440.6,0,8.14,48.64,9.54,24.68,32.79,4.24
3,370.5,0,6.68,43.99,10.25,23.23,33.01,5.38
5,988.01,0.02,16.45,13.95,7.99,55.59,66.07,5.26
2,440.6,0,10.97,22.71,12.87,10.18,14.91,5
1,343.8,0,2.33,47.92,1.24,5.8,6.07,0.75
2,467.3,0,8.14,47.21,11.68,18.73,19.4,0.93
2,317.1,0,9.94,47.21,12.64,19.59,26.26,2.09
4,440.6,0,13.71,72.96,29.8,43.78,53.65,1.68
4,427.25,0,5.14,81.54,6.56,46.48,50.8,2.12
4,377.18,0,4.5,95.84,6.32,33.66,40.02,1.55
4,377.18,0,5.4,81.54,6.74,47.34,53.22,1.28
4,373.84,0,5.14,71.53,5.3,31.33,36.78,2.06
1,307.08,0,6.34,44.7,6.08,9.93,12.77,2.53
4,330.45,0,4.54,123.02,7.21,38.97,45.58,1.5
2,507.35,0,9.42,44.35,5.96,14.15,18.23,7.54
2,283.72,0,4.28,65.8,3.43,19.98,24.99,4.75
2,277.04,0,4.46,104.43,10.61,14.44,17.92,5.26
2,337.12,0,7.03,82.97,10.01,18.03,24.06,7.66
3,397.21,0,9,57.94,7.63,21.24,35.31,9.88
4,460.62,0,7.71,75.82,8.34,40.58,49.77,6.78
5,694.27,0,12.34,65.09,10.61,57.42,78.75,13.3
4,580.79,0,13.54,43.63,10.01,37.41,64.69,14.57
4,400.54,0,8.23,63.66,7.33,29.2,51.06,10.77
3,407.22,0,7.63,72.96,7.39,24.86,40.46,8.87
4,540.73,0,11.31,62.23,9.18,35.76,51,11.15
4,467.3,0,11.65,57.94,17.17,36.09,50.33,11.78
4,527.38,0,11.65,55.07,8.11,37.07,62.9,11.65
4,473.98,0,10.02,64.37,8.82,29.87,48.23,8.87
4,337.12,0,4.03,135.9,4.95,39.74,46.93,2.94
4,353.81,0,4.07,113.01,5.07,37.64,51.76,3.93
5,440.6,0,5.06,127.32,6.5,70.87,86.81,4.94
4,413.89,0,7.28,91.55,7.57,32.66,41.06,7.35
4,327.11,0,4.67,85.83,4.53,26.1,30.89,6.27
3,330.45,0,5.91,80.11,4.71,22.03,30.96,7.92
3,473.98,0,11.48,53.64,9.54,24.63,35.27,11.15
4,540.73,0,12.51,47.21,10.01,27.08,34.24,11.53
1,297.07,0,5.14,44.35,4.29,7.82,10.56,5.45
2,317.1,0,4.88,72.24,4.05,16.87,20.27,5.32
2,527.38,0.01,16.62,14.66,10.13,12.84,18.26,10.01
4,714.3,0,18.16,29.33,13.11,29.99,38.84,13.68
4,433.92,0,8.48,65.09,8.94,25.9,29.5,6.02
3,383.85,0,7.54,70.1,7.33,23.04,24.91,3.61
5,440.6,0,4.58,114.44,7.27,91.57,96.88,0
3,337.12,0,4.28,72.96,4.17,22.79,26.47,1.44
5,413.89,0,4.46,125.89,6.68,57.87,61.16,1.11
1,347.14,0,9.25,24.32,5.3,8.29,10.25,2.12
2,387.19,0.01,13.88,21.46,12.52,11.09,13.19,3.17
4,620.84,0,12.51,49.35,10.37,39.08,42.79,2.85
4,433.92,0,7.28,82.25,6.85,35.06,41.99,3.48
3,507.35,0,13.37,33.62,10.37,20.31,24.23,4.18
2,500.68,0.02,12.51,16.63,8.23,14.47,17.39,3.2
2,433.92,0.01,10.62,20.21,6.02,12.94,16.09,2.79
3,473.98,0,12.68,35.05,7.39,22.07,27.82,4.56
2,380.52,0,11.65,29.68,8.58,20,23.39,5.32
3,427.25,0,9.85,38.62,8.11,20.25,21.8,1.11
4,1108.17,4.36,19.19,0.14,7.63,48.29,63.08,5.64
2,440.6,0.02,12.51,16.99,8.23,10.82,13.09,2.53
1,360.49,0,10.62,24.68,9.66,8.96,10.34,3.32
1,313.76,0.01,6.94,19.85,2.92,4.54,5.96,2.22
2,377.18,0.02,11.82,17.52,6.85,10.46,15.76,7.09
1,367.16,0.01,8.65,22.35,3.87,7.28,8.95,1.87
4,407.22,0,11.31,33.26,6.74,26.21,30.19,2.25
1,303.75,0,7.97,24.32,4.11,8.4,9.29,1.35
2,320.43,0,9.68,30.04,6.44,14.93,15.74,0.99
1,260.35,0,3.6,40.05,1.18,3.42,3.65,0.72
1,260.35,0,3.77,38.98,1.39,3.15,3.58,1.14
1,267.03,0,3.81,42.92,1.53,3.86,4.19,0.81
1,260.35,0,4.54,43.99,3.4,4.94,5.31,0.82
1,267.03,0,6.68,40.05,5.84,6.16,6.97,1.58
1,253.68,0,6.51,34.69,5.96,5.38,7.12,3.13
2,373.84,0,11.48,28.25,6.08,12.06,17.39,6.46
1,333.79,0.01,8.91,17.34,4.89,6.9,8.25,2.01
1,363.83,0,8.05,25.03,5.36,9.35,10.52,1.63
2,527.38,0.21,13.88,6.53,6.14,18.37,24.95,3.51
4,634.19,0,15.08,25.75,6.91,32.68,44.32,4.62
2,473.98,0.06,9.77,13.59,5.78,16.68,19.4,2.79
2,423.91,0,13.02,23.6,10.73,17.91,19.97,1.71
1,330.45,0,6.51,27.54,2.59,9.43,12.33,3.86
4,700.95,0.85,15.25,1.92,5.3,29.21,38.74,4.24
4,841.14,1.96,20.05,1.52,10.49,41.21,52.76,5.26
5,1308.44,16.32,15.59,0,11.68,80.31,95.71,17.23
4,487.33,0,10.62,32.54,9.66,40.66,48.22,3.2
3,567.44,0.04,13.19,15.56,7.75,24.18,32.64,4.56
4,841.14,0.24,14.91,6.08,7.75,36.66,49.35,4.75
5,600.81,0,11.65,28.97,6.85,52.86,60.03,3.29
5,547.41,0,7.88,71.53,6.85,72.08,74.94,1.61
5,1575.47,6.31,24.68,0.12,13.59,81.23,92.52,5.51
5,1482.01,8.61,17.48,0.02,10.01,78.8,96.26,9.12
5,1628.88,9.95,26.39,0.05,14.66,126.14,152.33,12.29
4,694.27,0.02,13.71,20.03,7.75,34.28,42.03,5.83
4,600.81,0.02,14.05,16.27,6.38,36.37,43.67,3.36
2,320.43,0.03,10.11,14.13,4.71,13.4,15.11,2.03
1,273.7,0,9,25.03,6.14,8.42,9.03,1.04
1,290.39,0,6.43,31.83,2.89,5.74,7.84,2.15
1,317.1,0,7.54,27.54,3.43,7.23,10.98,5
1,293.73,0,7.54,30.04,6.2,4.14,6.36,4.88
4,700.95,0.15,17.31,11.27,7.51,28.46,36.44,5.83
1,310.42,0,9,28.61,5.25,7.7,10.9,6.02
1,267.03,0,8.57,20.92,6.2,5.97,7.74,4.94
2,283.72,0,6.68,40.05,4.95,16.6,17.65,1.47
2,393.87,0.01,11.65,20.74,5.36,12.24,14.97,2.79
4,440.6,0,8.4,62.94,7.63,47.69,58.97,2.37
5,834.47,0.03,20.22,23.25,7.63,51.68,62.9,4.31
2,540.73,1.15,16.45,1.97,7.75,19.15,27.43,6.97
2,467.3,0.28,14.39,4.96,6.56,16.67,21.48,2.91
1,337.12,0,8.74,22.71,4.89,7.19,10.43,6.78
2,410.56,0.01,10.62,20.74,5.96,12.21,15.61,3.8
2,520.71,0,13.02,26.82,6.97,18.2,25.02,8.23
4,894.55,5.09,15.77,0.24,6.74,36.57,52.23,10.64
4,500.68,0.22,15.25,6.53,8.58,28.37,34.48,2.94
4,514.03,0.02,13.19,20.03,7.03,39.54,48.1,3.99
5,1415.25,4.92,30.16,0.67,10.85,79.34,93.09,5.51
4,507.35,0.01,11.31,20.03,7.99,28.71,33.98,3.67
3,500.68,0,9.51,36.84,6.79,25,28.18,1.68
4,534.06,0.01,11.65,23.96,8.7,37.1,44.75,3.48
4,614.17,0.57,16.45,4.2,11.09,31.16,41.49,4.69
3,423.91,0.35,18.16,5.68,18.84,23.12,29.49,2.94
3,627.52,1.36,11.48,2.24,8.23,21.38,29.57,5.76
3,560.76,0.98,14.39,2.7,9.18,20.3,29.99,4.88
4,403.88,0,7.11,43.99,5.54,26.08,30.91,3.04
5,560.76,0,11.14,47.92,9.42,74.33,79.21,2.47
5,660.9,0,20.22,37.91,11.8,57.07,64.78,5.26
4,594.14,0,9.42,47.92,9.66,42.52,48.95,3.13
5,1001.36,10.28,11.31,0.05,6.68,74.64,94.51,11.91
5,814.44,0.03,25.36,14.13,16.21,56.2,59.63,2.98
4,660.9,0.04,17.14,11.8,8.11,36.7,38.4,1.58
1,390.53,0,7.63,21.64,2.62,7.54,8.62,1.71
2,287.06,0,8.83,22.17,5.48,11.35,14.15,3.58
5,500.68,0,9,78.68,9.54,70.5,83.64,2.75
4,423.91,0,6.43,105.86,8.11,46.27,48.86,1.68
5,494,0,7.2,100.14,8.11,75.12,80.79,2.31
4,540.73,0,14.57,23.96,7.39,27.62,37.21,4.24
2,560.76,0.13,16.96,9.83,5.3,18.79,26.34,6.14
2,427.25,0.12,12.68,8.58,5.54,13.66,20.02,7.41
2,347.14,0.05,9.77,10.73,4.77,12.26,15.3,2.12
4,467.3,0.01,12.68,22.89,9.66,33.08,36.35,2.09
4,567.44,0.02,14.74,16.81,7.75,29.95,37.27,3.67
4,580.79,0.01,12.68,18.95,6.91,29.71,35.78,3.04
4,594.14,0.34,14.39,4.92,5.66,34.89,44.83,3.61
4,447.27,0.12,14.57,9.03,6.14,28.66,36.45,2.47
4,720.98,8.49,10.28,0.04,6.38,42.43,59.08,15.33
5,988.01,5.48,16.79,0.2,5.96,60.4,76.3,5.45
5,754.36,0,15.94,24.68,8.7,79.33,82.74,1.58
5,1121.52,7.15,20.05,0.17,10.37,69.1,79.7,10.51
4,620.84,0.02,11.31,13.77,6.38,30.08,34.68,3.23
4,587.46,0.39,12.85,2.37,5.25,31.56,36.04,3.13
5,881.2,0.07,17.82,9.83,14.54,81.31,84.42,2.37
5,614.17,0.02,8.91,17.34,5.42,75.31,82.39,2.63
4,377.18,0,9.34,37.91,9.89,32.76,41.59,6.59
4,520.71,0.01,10.97,20.03,4.53,41.74,57.58,6.78
5,1174.93,13.41,8.74,0.01,8.34,74.81,102.25,13.81
2,787.73,0,6.25,45.78,5.19,19.78,21.99,2.53
2,627.52,0,5.91,41.84,5.13,17.66,18.64,1.42
4,594.14,0,9.94,35.05,7.15,41.85,47.91,2.88
4,634.19,0.87,14.05,2.7,4.83,35.85,41.75,4.94
1,407.22,0.05,6.68,12.34,5.01,7.84,9.32,2.03
2,417.23,0.02,9.77,19.31,9.18,16.78,22.05,2.63
3,540.73,0.16,10.88,9.66,6.97,22.89,33.86,4.05
5,1241.68,19.67,9.6,0,10.25,77.25,92.34,15.33
5,1842.5,24.81,12.51,0,9.66,132.77,147.09,13.55
5,747.68,0.06,22.62,9.3,7.39,81.88,86.23,2.47
1,367.16,0.09,8.31,8.94,4.89,9.49,13.1,2.6
4,707.63,3.63,8.57,0.33,5.01,28.74,37.41,6.21
5,1228.33,13.52,10.02,0,6.68,93.75,108.2,11.4
4,500.68,0,6.25,32.19,3.37,46.29,51.48,2.82
5,801.09,0,9.77,25.03,4.41,80.95,88.06,3.17
5,1014.71,0,11.82,27.54,5.07,186.42,203.09,4.69
5,1255.04,0.1,17.65,21.1,6.79,166.79,188.1,5.13
5,534.06,0,8.91,35.05,3.37,73.7,82.04,6.84
5,453.95,0,7.11,52.21,6.85,78.58,89.71,8.04
5,500.68,0,8.48,80.82,11.21,88.07,101.6,8.61
5,707.63,0,13.54,27.89,9.54,93.69,109.57,9.75
5,1148.22,0.03,18.16,18.6,8.46,151.75,173.18,7.85
5,1201.63,0.02,16.62,20.92,8.7,186.83,208.38,5.83
5,1121.52,0.01,16.62,19.31,8.46,173.31,193.24,5.83
5,627.52,0,12.17,26.11,4.89,80.77,93.38,13.17
5,1028.06,2.35,18.85,1.77,4.83,147.06,170.73,8.49
5,1241.68,0,14.91,30.04,10.13,238.99,252.84,3.58
5,1014.71,0,13.88,30.04,11.09,156.3,165.6,5.19
5,1468.66,7.93,21.59,0.05,10.73,179.92,208.2,16.97
5,1212,0.12,16.44,10.97,7.5,196,206,16.97
5,1080,0,12.16,34.25,8.56,156,166.5,4.18
5,1001.36,0,10.54,42.2,5.9,189.39,202.69,4.18
5,767.71,0,12.51,38.98,6.5,137.13,157.28,5.45
5,1188.28,0.02,17.65,20.56,9.18,184.96,212.88,6.52
5,1028.06,0,14.05,33.62,7.75,182.34,207.2,5.57
5,694.27,0,9,61.51,6.68,118.01,130.02,3.64
5,620.84,0,7.2,83.68,8.7,106.1,116.91,5.19
5,473.98,0,5.57,95.84,7.33,51.51,58.21,4.69
5,520.71,0,4.71,85.12,4.89,73.11,76.79,2.41
5,867.84,0,10.2,55.79,6.38,193.82,213.09,4.75
5,1014.71,0,17.65,31.83,9.06,148.33,174.15,6.27
5,1441.96,0.16,23.31,10.37,7.51,196.1,223.28,5.64
5,1976.01,6.59,31.19,0.26,8.7,218.87,256.55,8.49
5,1348.5,0,20.22,27.18,12.16,195.19,223.09,11.53
5,1415.25,0.04,24.68,16.09,8.58,178.46,207.56,14.19
5,567.44,0,9.85,42.2,4.59,116.49,130.9,9.88
5,547.41,0,9.51,40.77,4.95,92.83,104.07,11.53
5,600.81,0,9.94,31.47,6.62,93.72,101.78,3.04
5,494,0,7.45,46.49,4.83,58.79,65.28,2.69
4,600.81,0.11,9.51,10.1,5.66,31.13,39.79,3.93
4,640.87,0.23,15.59,7.33,8.34,47.72,59.37,4.24
